slug,name,city,category,content,subline,main_image,michelin_stars,crown,lat,long
k5,K5,tokyo,Hotels,"K5 is a unique and modern hotel located in the heart of Tokyo, Japan. This stylish accommodation offers a blend of contemporary design and traditional Japanese hospitality, making it an ideal choice for travelers seeking a memorable experience in the bustling metropolis. With its prime location, K5 provides easy access to Tokyo's vibrant neighborhoods, cultural landmarks, and culinary delights. Although it currently holds no Michelin stars, the hotel prides itself on exceptional service and a commitment to guest satisfaction.",,https://framerusercontent.com/images/lAMrQWTxFu3sVS32VNktvErhloI.jpg,0,false,35.6768601,139.7638947
kai-beppu,KAI Beppu,beppu,Hotels,"KAI Beppu is a renowned ryokan located in the picturesque city of Beppu, Japan, famous for its hot springs. With a focus on traditional Japanese hospitality, KAI Beppu offers guests a unique experience that combines modern comfort with authentic cultural elements. Visitors can enjoy exquisite kaiseki cuisine, relaxing onsen baths, and stunning views of the surrounding landscape, making it an ideal destination for those seeking tranquility and rejuvenation.",,https://framerusercontent.com/images/41C9pupVfmTnO6p4iySBcpXps4.jpg,0,false,33.2742148,131.5068779
kai-nagato,KAI Nagato,nagato,Hotels,"KAI Nagato is a unique dining destination located in the city of Nagato, Japan. Known for its serene ambiance and focus on local ingredients, this establishment aims to provide an authentic culinary experience. While it currently holds no Michelin stars, it offers a promising menu that highlights the flavors of the region. The restaurant's commitment to quality and authenticity makes it a noteworthy spot for both locals and visitors seeking to explore the rich gastronomic culture of Nagato.",,https://framerusercontent.com/images/WMGErRXn2gWb2SH8C8cNARsDhE.jpg,0,false,34.3708941,131.1821587
kkl-luzern,KKL Luzern,luzern,Other,"The KKL Luzern, located in the picturesque city of Lucerne, Switzerland, is a renowned cultural and convention center designed by the famous architect Jean Nouvel. It is situated on the shores of Lake Lucerne and features a striking modern design that harmonizes with its stunning natural surroundings. The center hosts a variety of events, including concerts, exhibitions, and conferences, making it a vibrant hub for arts and culture in the region. With its exceptional acoustics and state-of-the-art facilities, the KKL Luzern is a must-visit destination for both locals and tourists alike.",,https://framerusercontent.com/images/cXvNxa0Gqb3mn3Ct4C7Tvn1NGiI.webp,0,false,47.0502965,8.3121117
kyocera-museum-of-art,KYOCERA Museum of Art,kyoto,Culture,"The KYOCERA Museum of Art, located in Kyoto, Japan, is renowned for its stunning collection of modern and contemporary art. The museum showcases a diverse range of exhibits that reflect both Japanese and international artistic influences. Its mission is to promote appreciation for art and culture, making it a significant destination for art enthusiasts and visitors alike. With its unique architecture and serene surroundings, the museum offers a tranquil space for contemplation and creativity.",,https://framerusercontent.com/images/zblVPVU1zNs6PhDh0kRiX4e6aEA.webp,0,false,35.0116,135.7681
kadeau,Kadeau,copenhagen,Dining,"Kadeau is a renowned restaurant located in Copenhagen, celebrated for its innovative approach to Nordic cuisine. With two Michelin stars, it has earned a prestigious spot at #54 on the World's 50 Best Restaurants list. The restaurant emphasizes fresh, seasonal ingredients and showcases the unique flavors of the Danish landscape, creating a memorable dining experience for its guests.",50best #54 of the world,https://framerusercontent.com/images/eNrT6kugSL61pT3iQjlguKyZbf0.jpg,2,false,55.6722547,12.5888555
kamaroan-house,Kamaro'an House,taipei,Hotels,"Kamaro'an House is a unique dining establishment located in Taipei, celebrated for its innovative approach to traditional Taiwanese cuisine. The restaurant focuses on using fresh, local ingredients to create dishes that highlight the rich flavors and cultural heritage of the region. With a cozy ambiance and attentive service, it offers a memorable dining experience for both locals and visitors. Although it has not yet received any Michelin stars, it is gaining popularity for its commitment to quality and culinary excellence.",,https://framerusercontent.com/images/iO1lpPhCC3SXiHjJehnCPGz8duE.jpeg,0,false,25.033,121.5654
kanazawa-tokyu-hotel,Kanazawa Tokyu Hotel,kanazawa,Hotels,"The Kanazawa Tokyu Hotel is a modern and comfortable accommodation option located in the heart of Kanazawa, Japan. Known for its warm hospitality and convenient access to local attractions, this hotel offers a blend of traditional Japanese charm and contemporary amenities. Guests can enjoy well-appointed rooms, a variety of dining options, and proximity to cultural landmarks such as Kenrokuen Garden and Kanazawa Castle. Whether you're visiting for business or leisure, the Kanazawa Tokyu Hotel serves as an ideal base for exploring the rich history and beauty of the city.",,https://framerusercontent.com/images/K2J0kmTmlAXpZTYXqayYpVNo.jpg,0,false,36.5627625,136.6530676
kanpai-classic-soho,Kanpai Classic Soho,london,Dining,"Kanpai Classic Soho is a vibrant Japanese restaurant located in the heart of London. Known for its authentic sushi and sashimi, the restaurant offers a cozy atmosphere ideal for both casual dining and special occasions. With a focus on high-quality ingredients and traditional techniques, Kanpai Classic Soho aims to deliver an exceptional culinary experience. Although it currently has no Michelin stars, it has garnered attention for its creative dishes and welcoming service.",,https://framerusercontent.com/images/q2f6GJgczfgfCJIGzT5YUnASa8.webp,0,false,51.5074,-0.1278
kanpai-classic-xinyi,Kanpai Classic Xinyi,taipei,Dining,"Kanpai Classic Xinyi is a vibrant dining spot located in the bustling Xinyi district of Taipei. Known for its contemporary Japanese cuisine, this restaurant offers a unique blend of traditional flavors and modern presentation. With a focus on fresh ingredients and an inviting atmosphere, Kanpai Classic Xinyi has become a popular destination for both locals and visitors looking to enjoy a memorable meal. Although it has yet to receive any Michelin stars, its reputation for quality and service continues to grow.",,https://framerusercontent.com/images/5p2Uk082nlWKRaAv0EyTjTFEI8Y.jpg,0,false,25.033,121.5654
kaohsiung-music-center,Kaohsiung Music Center,kaohsiung,Culture,"The Kaohsiung Music Center is a prominent cultural venue located in Kaohsiung, Taiwan. Designed to be a hub for music and performing arts, this state-of-the-art facility offers a variety of performance spaces, including concert halls and outdoor stages. With its stunning architecture and vibrant atmosphere, the center aims to promote musical creativity and foster community engagement through various events and performances.",,https://framerusercontent.com/images/AAPsjxVgBd3HeVEH4qR1R2ChpbE.jpg,0,false,22.6183599,120.2921417
kasmin-gallery,Kasmin Gallery,new-york,Culture,"Kasmin Gallery, located in New York City, is a contemporary art gallery known for its innovative exhibitions and commitment to showcasing both emerging and established artists. With a focus on modern art, the gallery features a diverse range of mediums and styles, making it a vibrant addition to the New York art scene. Although it currently holds no Michelin stars, its engaging programming and unique installations attract art enthusiasts and collectors alike.",,https://framerusercontent.com/images/IwFZqEVbnPwbcRSf9RykVOorg0.jpg,0,false,40.750597,-74.0029311
kei,Kei,paris,Dining,"Kei is a distinguished restaurant located in the heart of Paris, known for its exquisite French cuisine and exceptional dining experience. With three Michelin stars, it showcases the culinary artistry and creativity of its chef, offering a menu that blends traditional techniques with modern flair. The elegant atmosphere and meticulous attention to detail make Kei a must-visit destination for food enthusiasts seeking a memorable meal in one of the world's gastronomic capitals.",,https://framerusercontent.com/images/IDvHmH0Y5ZaT1mntgMVIiBIk71k.jpg,3,false,48.8643561,2.342123
kei-collection-paris,Kei Collection PARIS,tokyo,Dining,"Kei Collection PARIS is a renowned dining establishment located in the vibrant city of Tokyo. Although it currently holds no Michelin stars, it has garnered attention for its unique blend of Japanese and French culinary traditions. The restaurant is known for its meticulous attention to detail and innovative dishes that showcase seasonal ingredients. With an elegant ambiance, it promises a memorable dining experience for both locals and visitors alike.",,https://framerusercontent.com/images/Yt4uC5BowRICDjhUUAYNNUdqu0U.webp,0,false,35.6762,139.6503
keio-plaza-hotel-tokyo,Keio Plaza Hotel Tokyo,tokyo,Hotels,"The Keio Plaza Hotel Tokyo is a luxurious accommodation located in the heart of Tokyo, offering stunning views of the city skyline. Known for its exceptional service and modern amenities, the hotel provides a perfect blend of comfort and convenience for both business and leisure travelers. With a range of dining options and easy access to major attractions, it serves as an ideal base for exploring the vibrant culture and history of Tokyo.",,https://framerusercontent.com/images/RxzeroOwwGaMEojT9tliHEli8.jpg,0,false,35.6898349,139.6944072
kimpton-da-an,Kimpton Da An,taipei,Hotels,"Kimpton Da An is a luxurious hotel located in the vibrant city of Taipei. Known for its contemporary design and exceptional service, this hotel offers a unique blend of comfort and sophistication. Guests can enjoy spacious rooms, a variety of dining options, and easy access to local attractions. With its prime location, Kimpton Da An serves as an ideal base for both leisure and business travelers looking to explore the rich culture and modern amenities of Taipei.",,https://framerusercontent.com/images/SMrWFaIt8Ly7C2t268u0fnVUzI.jpeg,0,false,25.04037,121.5455263
kimpton-la-peer-hotel,Kimpton La Peer Hotel,los-angeles,Hotels,"Kimpton La Peer Hotel is a stylish boutique hotel located in the vibrant West Hollywood neighborhood of Los Angeles. Known for its modern design and artistic flair, the hotel features luxurious accommodations, a rooftop pool, and an on-site restaurant that offers a taste of California cuisine. With its prime location, guests can easily explore local attractions, boutique shops, and trendy nightlife spots, making it an ideal choice for both leisure and business travelers.",,https://framerusercontent.com/images/7bLji2jeld4KNEWQh0qWWY0FI.jpg,0,false,34.0536909,-118.242766
kimpton-maa-lai-bangkok,Kimpton Maa-Lai Bangkok,bangkok,Hotels,"Kimpton Maa-Lai Bangkok is a luxurious hotel located in the vibrant city of Bangkok. Known for its contemporary design and exceptional service, this hotel offers a unique blend of comfort and sophistication. Guests can enjoy a range of amenities, including a stunning rooftop pool, a variety of dining options featuring local and international cuisine, and a wellness center. With its prime location, the hotel provides easy access to Bangkok's cultural landmarks, shopping districts, and vibrant nightlife, making it an ideal choice for both leisure and business travelers.",,https://framerusercontent.com/images/r5rYJLSmCJm8MhxemyEUk3YkKIg.jpg,0,false,13.7376636,100.5435195
kimpton-st-honoré-paris,Kimpton St Honoré Paris,paris,Hotels,"The Kimpton St Honoré Paris is a luxurious hotel located in the heart of Paris, known for its contemporary design and exceptional service. Situated close to iconic landmarks, this hotel offers guests a unique blend of modern amenities and classic Parisian charm. With elegantly appointed rooms, a rooftop terrace boasting stunning views, and a vibrant dining scene, it serves as an ideal base for exploring the city's rich culture and history.",,https://framerusercontent.com/images/iyblhwaDqvvMPRodQ8MrzjHoezU.webp,0,false,48.870169,2.3305893
kimpton-vividora-barcelona,Kimpton Vividora Barcelona,barcelona,Hotels,"Kimpton Vividora Barcelona is a stylish hotel located in the heart of Barcelona, known for its vibrant atmosphere and modern design. This boutique hotel offers guests a unique blend of comfort and luxury, with beautifully appointed rooms and a rooftop terrace that provides stunning views of the city. With its prime location, guests can easily explore the rich culture, history, and culinary delights that Barcelona has to offer. Ideal for both leisure and business travelers, Kimpton Vividora promises an unforgettable stay in this captivating city.",,https://framerusercontent.com/images/PPGYR3t6uP5sicQCDgKp1VSYDJE.jpg,0,false,41.3846739,2.1728733
king,King,new-york,Dining,"King is a prominent dining establishment located in New York City, known for its vibrant atmosphere and innovative cuisine. It has gained recognition as one of the top restaurants in NYC, as highlighted by its ranking as #6 by the New York Times. Though it has yet to earn Michelin stars, King has captured the attention of food enthusiasts with its creative dishes and commitment to quality. The restaurant offers a unique experience that combines the bustling energy of the city with a focus on culinary excellence.",nytimes #6 in nyc,https://framerusercontent.com/images/VvmoLaSG7mxEDOZLKubjSbK1gC4.jpg,0,false,42.7595073,-73.9040048
kith-manhattan,Kith Manhattan,new-york,Other,"Kith Manhattan is a popular streetwear retailer located in the vibrant city of New York. Known for its unique blend of fashion and lifestyle offerings, Kith has become a go-to destination for sneaker enthusiasts and trendsetters alike. The store features a carefully curated selection of apparel, shoes, and accessories, reflecting the latest in urban fashion. With its modern aesthetic and engaging shopping experience, Kith Manhattan captures the essence of New York's dynamic culture.",,https://framerusercontent.com/images/U3VzwoamaPI3NdIW09rzaxIe2fY.webp,0,false,40.7260461,-73.9943647
kohaku,Kohaku,kyoto,Dining,"Kohaku is a renowned dining establishment located in the historic city of Kyoto. Known for its exquisite culinary offerings, this restaurant provides a unique blend of traditional Japanese flavors and modern techniques. While it currently holds no Michelin stars, its dedication to quality and innovation has garnered attention from both locals and visitors alike. With a serene atmosphere, Kohaku aims to create an unforgettable dining experience for those who seek the essence of Kyoto's rich culinary heritage.",,https://framerusercontent.com/images/B2z7E1nwGVyqgnUedz84yYjdho.jpeg,0,false,34.9838747,135.6448201
komboi,Komboi,taipei,Dining,"Komboi is a vibrant establishment located in Taipei, known for its unique blend of flavors and culinary creativity. While it currently holds no Michelin stars, the venue is gaining attention for its innovative dishes and inviting atmosphere. As a place that has yet to be reviewed, it holds the potential for a memorable dining experience in the heart of the city.",,https://framerusercontent.com/images/JZ6vLhFjdBmib3PKF3kohB0el8k.png,0,false,25.033,121.5654
konlamoh,Konlamoh,bangkok,Dining,"Konlamoh is a unique dining establishment located in the vibrant city of Bangkok. Renowned for its innovative approach to traditional dishes, it offers a fusion of flavors that reflect the rich culinary heritage of Thailand. Despite currently having no Michelin stars, Konlamoh has garnered attention for its creative menu and inviting atmosphere, making it a popular spot among locals and visitors alike.",,https://framerusercontent.com/images/siA2amXSdTsvtVNHZRf6YejQDEA.jpg,0,false,13.7563,100.5018
kricket,Kricket,london,Dining,"Kricket is a vibrant restaurant located in London, known for its innovative take on Indian cuisine. With a focus on fresh, high-quality ingredients, Kricket offers a unique dining experience that blends traditional flavors with contemporary techniques. Although it has not yet received any Michelin stars, its creative dishes and inviting atmosphere have garnered a loyal following among food enthusiasts. The restaurant aims to provide a memorable culinary adventure in the heart of the city.",,https://framerusercontent.com/images/5Hwg51Q8ZuuaoJpg6WFufw5PWz8.webp,0,false,51.5059109,-0.0205653
kunsthaus-zurich,Kunsthaus Zürich,zurich,Culture,"Kunsthaus Zürich is one of Switzerland's most prominent art museums, located in the heart of Zurich. Established in the early 20th century, it houses an extensive collection of modern and contemporary art, featuring works by renowned artists such as Alberto Giacometti, Marc Chagall, and Vincent van Gogh. The museum also hosts temporary exhibitions and cultural events, making it a vibrant hub for art enthusiasts and visitors alike.",,https://framerusercontent.com/images/84qum3x1WgtUzJeshTy8Blz15Qw.jpg,0,false,47.3702241,8.5479797
kurochodo,Kurochodo,tokyo,Dining,"Kurochodo is a renowned dining establishment located in the bustling city of Tokyo. Known for its exquisite culinary offerings, it has gained recognition for its commitment to quality and innovative dishes. Although it currently holds no Michelin stars, its unique approach to traditional Japanese cuisine has garnered a loyal following among locals and visitors alike. The restaurant's ambiance reflects a blend of modern aesthetics and cultural heritage, making it a must-visit destination for food enthusiasts exploring Tokyo.",,https://framerusercontent.com/images/0tD03SlDjwRYbXpUUO3EIvb8lQA.jpg,0,false,35.6762,139.6503
kyoyamato,Kyoyamato,kyoto,Dining,"Kyoyamato is a distinguished restaurant located in the historic city of Kyoto, known for its exquisite Japanese cuisine and exceptional dining experience. With two Michelin stars, it has garnered acclaim for its meticulously crafted dishes that reflect the rich culinary traditions of the region. The restaurant emphasizes fresh, seasonal ingredients, showcasing the artistry of Japanese cooking. Whether you are a local or a visitor, dining at Kyoyamato promises a memorable culinary journey in one of Japan's most culturally significant cities.",,https://framerusercontent.com/images/zvG2k27oUEOOc9IoXyNeb1GM8I.webp,2,false,35.0116,135.7681
l-atelier-de-joël-robuchon-taipei,"L'Atelier de Joël Robuchon, Taipei",taipei,Dining,"L'Atelier de Joël Robuchon in Taipei is a prestigious restaurant renowned for its exquisite French cuisine and exceptional dining experience. With two Michelin stars, it reflects the culinary artistry of the late chef Joël Robuchon. The restaurant offers a unique atmosphere where guests can enjoy meticulously crafted dishes, showcasing seasonal ingredients and innovative techniques. Whether it's a special occasion or an indulgent meal, L'Atelier promises a memorable gastronomic journey in the heart of Taipei.",,https://framerusercontent.com/images/GYEZtV9wh3qTkMBAo07qtbkATE.jpg,2,false,25.033,121.5654
l-atelier-de-joël-robuchon-tokyo,"L'Atelier de Joël Robuchon, Tokyo",tokyo,Dining,"L'Atelier de Joël Robuchon in Tokyo is a renowned fine dining restaurant that showcases the exceptional culinary artistry of the late chef Joël Robuchon. With its elegant ambiance and innovative French cuisine, the restaurant has earned a prestigious Michelin star. Guests can enjoy a unique dining experience with an open kitchen concept, allowing them to observe the skilled chefs at work. Located in the heart of Tokyo, L'Atelier de Joël Robuchon is celebrated for its seasonal ingredients and meticulously crafted dishes, making it a must-visit for food enthusiasts.",,https://framerusercontent.com/images/VjxZB28ghHWLqcKJ8AUvj1P80FQ.jpg,1,false,35.6601633,139.7294138
loiseau-blanc,L'Oiseau Blanc,paris,Dining,"L'Oiseau Blanc, located in the heart of Paris, is a distinguished restaurant celebrated for its exquisite French cuisine and elegant atmosphere. With two Michelin stars, it offers a culinary experience that embodies the essence of fine dining. The restaurant is known for its innovative dishes crafted from the freshest local ingredients, all while providing stunning views of the city. Ideal for special occasions, L'Oiseau Blanc promises an unforgettable gastronomic journey in one of the world's most iconic cities.",,https://framerusercontent.com/images/IVSUZ94lN2KIVUmU9r9mQq9i0vI.jpg,2,false,48.876034,2.3235512
losier,L'Osier,tokyo,Dining,"L'Osier is a prestigious three-Michelin-star restaurant located in the heart of Tokyo. Known for its exquisite French cuisine, L'Osier combines culinary artistry with a refined dining experience, offering a menu that showcases seasonal ingredients and innovative techniques. The restaurant's elegant ambiance and attentive service make it a sought-after destination for food enthusiasts and those looking to indulge in a truly memorable meal.",,https://framerusercontent.com/images/PLX8aFqK0fQnQmfIW0Q2w8iqMbk.jpg,3,false,35.6762,139.6503
l-idiot,L'idiot,taipei,Dining,"L'idiot is a unique dining establishment located in Taipei, known for its innovative approach to French cuisine. Although it currently holds no Michelin stars, the restaurant is appreciated for its creative dishes and inviting atmosphere. Perfect for those seeking a memorable culinary experience, L'idiot combines classic flavors with a modern twist, making it a noteworthy spot in the bustling Taipei food scene.",,https://framerusercontent.com/images/QiSSM9WVFR4zhxub9gbKS9IW5t0.jpg,0,false,25.033,121.5654
la-baie,La Baie,osaka,Dining,"La Baie is a Michelin-starred restaurant located in Osaka, Japan, known for its exquisite culinary offerings that blend traditional Japanese flavors with modern techniques. With its commitment to high-quality ingredients and artistic presentation, La Baie provides a unique dining experience that reflects the rich cultural heritage of the region. The restaurant is celebrated for its intimate atmosphere and exceptional service, making it a must-visit destination for food enthusiasts.",,https://framerusercontent.com/images/e756VuClYlM8G7LxSuH9Ktpdg.jpg,1,false,34.6937,135.5023
la-cime,La Cime,osaka,Dining,"La Cime is a distinguished restaurant located in Osaka, Japan, renowned for its innovative approach to French cuisine. With two Michelin stars, it showcases a harmonious blend of traditional techniques and modern flavors, making it a must-visit destination for food enthusiasts. Ranked #66 in the World's 50 Best Restaurants, La Cime offers a unique dining experience that highlights seasonal ingredients and artistic presentation, promising an unforgettable culinary journey.",50best #66 of the world,https://framerusercontent.com/images/62TvMHVrAnXTlFmpyfwaOqx6IGs.jpg,2,false,34.6937,135.5023
la-fantaisie,La Fantaisie,paris,Hotels,"La Fantaisie is a charming restaurant located in the heart of Paris. Known for its exquisite ambiance and innovative cuisine, it offers a unique dining experience that reflects the rich culinary heritage of the city. With a focus on fresh, local ingredients, La Fantaisie combines traditional French flavors with modern techniques, making it a perfect spot for both casual diners and special occasions. Although it currently holds no Michelin stars, its dedication to quality and creativity has garnered attention and praise from locals and visitors alike.",,https://framerusercontent.com/images/JhDUh2Uw1rtHiZeRoHXThTaXjR4.jpg,0,false,48.8754102,2.3435351
la-maison-champs-elysees,La Maison Champs Élysées,paris,Hotels,"La Maison Champs Élysées is a luxurious hotel located in the heart of Paris, famous for its elegant design and exceptional service. Situated near the iconic Champs-Élysées avenue, this hotel offers guests an exquisite experience with a blend of modern comfort and classic French charm. With its stylish accommodations and proximity to renowned attractions, it serves as an ideal base for exploring the vibrant culture and history of Paris.",,https://framerusercontent.com/images/swyXGF8hL66ck1MKS68JK6jp2c.webp,0,false,48.8801189,2.3216834
la-maison-de-win,La Maison de Win,taichung,Dining,"La Maison de Win is a Michelin-starred restaurant located in Taichung, known for its exquisite culinary offerings and exceptional service. With a crown rating, it stands out as a premier dining destination, offering a unique blend of flavors and presentations that reflect both local and international influences. Ideal for food enthusiasts seeking a memorable dining experience, La Maison de Win promises to delight with its innovative dishes and elegant atmosphere.",,https://framerusercontent.com/images/4adVvITAccS3xTXsy0NnG1VtnEY.jpg,1,true,24.1477,120.6736
la-mome-london,La Môme London,london,Dining,"La Môme London es un restaurante ubicado en el corazón de Londres, conocido por su ambiente acogedor y su enfoque en la cocina francesa contemporánea. Ofrece una experiencia culinaria única, fusionando sabores tradicionales con técnicas modernas, lo que lo convierte en un destino ideal para los amantes de la buena comida. A pesar de no contar con estrellas Michelin, su creatividad en los platos y su atención al detalle lo han hecho destacar entre los locales y visitantes por igual.",,https://framerusercontent.com/images/XLbzDOyfiUfGU6TZbB8Judd278.webp,0,false,51.5074,-0.1278
la-samaritaine,La Samaritaine,paris,Other,"La Samaritaine is a historic department store located in the heart of Paris, renowned for its stunning Art Nouveau architecture and rich cultural heritage. Originally opened in 1869, it has become a symbol of Parisian shopping, offering a diverse range of luxury goods, fashion, and gourmet food. After undergoing significant renovations, La Samaritaine reopened to the public, blending its historical charm with modern retail experiences. Visitors can explore its beautifully designed spaces and enjoy breathtaking views of the Seine River from its upper floors.",,https://framerusercontent.com/images/nQXN4nUMeZEuJ3mRSxysBrIc.webp,0,false,48.8592063,2.3423534
la-tete-dor,La Tête D'Or,new-york,Dining,"La Tête D'Or es un acogedor y elegante restaurante ubicado en la ciudad de Nueva York, conocido por su enfoque en la cocina francesa contemporánea. Este establecimiento ofrece un ambiente sofisticado y un menú cuidadosamente elaborado que destaca ingredientes frescos y temporada. Aunque aún no tiene estrellas Michelin, La Tête D'Or ha ganado reconocimiento por su atención al detalle y su servicio excepcional, convirtiéndolo en un destino popular tanto para locales como para visitantes que buscan una experiencia gastronómica memorable.",,https://framerusercontent.com/images/8PQIlzT9XVEBzoHmwT66GSGRhM.avif,0,false,40.7127281,-74.0060152
laforet-hakone-gora-yunosumika,Laforet Hakone Gora Yunosumika,hakone,Hotels,"Laforet Hakone Gora Yunosumika is a charming accommodation located in the picturesque city of Hakone, known for its hot springs and stunning natural beauty. This hotel offers a serene retreat with traditional Japanese aesthetics and modern comforts. Guests can enjoy spacious rooms, exquisite dining options, and easy access to local attractions, including the famous Hakone Open-Air Museum and scenic views of Mount Fuji. Whether seeking relaxation or adventure, Laforet Hakone Gora Yunosumika provides an ideal base for exploring the rich culture and breathtaking landscapes of the Hakone region.",,https://framerusercontent.com/images/WFTXBuU8iVvwlI2RELm9SbgnJUI.jpg,0,false,35.2323662,139.1068849
langosteria,Langosteria,paris,Dining,"Langosteria is a renowned seafood restaurant located in the heart of Paris. Known for its elegant ambiance and exceptional culinary offerings, it specializes in fresh seafood dishes that celebrate both traditional and contemporary flavors. With a commitment to quality ingredients and innovative presentations, Langosteria has quickly become a favorite among locals and tourists alike. Offering a diverse menu and a carefully curated wine selection, it's a perfect destination for seafood lovers seeking an unforgettable dining experience in the vibrant city of Paris.",,https://framerusercontent.com/images/EuXqMJkByfmRYcaAped0Gu6UZI.jpg,0,false,48.8588367,2.3420765
le-bernardin,Le Bernardin,new-york,Dining,"Le Bernardin is a renowned seafood restaurant located in New York City, celebrated for its exquisite French cuisine and exceptional service. With three Michelin stars, it consistently ranks among the top dining establishments in the city, offering a refined and elegant dining experience. The restaurant is frequently highlighted in prominent food publications, including The New York Times, where it is ranked as one of the best in NYC. Guests can expect a menu that emphasizes fresh, high-quality seafood prepared with artistic flair.",nytimes #3 in nyc,https://framerusercontent.com/images/aWzTn86jdRD6f5D6HA9jiFHjI.webp,3,false,40.7613945,-73.981691
le-bristol-paris,Le Bristol Paris,paris,Hotels,"Le Bristol Paris is a luxurious five-star hotel located in the heart of Paris, renowned for its exquisite accommodations and exceptional service. Boasting four Michelin stars, the hotel features a world-class restaurant, a tranquil courtyard garden, and a lavish spa, making it a perfect retreat for discerning travelers. With its rich history and elegant decor, Le Bristol offers a quintessential Parisian experience, combining modern amenities with timeless charm.",,https://framerusercontent.com/images/UYh44CPFnku14H0zJz8dAmc80.jpg,4,false,48.8718267,2.3150084
le-cafe-v-midosuji,"Le Café V, Midosuji",osaka,Dining,"Le Café V, located in the bustling Midosuji district of Osaka, offers a unique blend of traditional and modern café culture. Known for its inviting atmosphere and quality coffee, this café is a popular spot for both locals and tourists. The menu features a variety of artisanal beverages and light bites, making it an ideal place for a casual meeting or a relaxing break while exploring the city. Although it currently holds no Michelin stars, its charm and offerings make it a noteworthy destination on Midosuji.",,https://framerusercontent.com/images/6WMQ15gGuwNgwexMQvRvjR6rg.jpg,0,false,34.6937,135.5023
le-coucou,Le Coucou,new-york,Dining,"Le Coucou is a renowned French restaurant located in New York City, celebrated for its elegant ambiance and exceptional cuisine. Known for its exquisite dishes that pay homage to traditional French cooking, Le Coucou offers a dining experience that combines sophistication with a warm, inviting atmosphere. The restaurant has garnered attention for its meticulous attention to detail, making it a popular choice for both locals and visitors seeking a taste of France in the heart of Manhattan.",,https://framerusercontent.com/images/kYqrMcCo4DBT8SjISjgNGCFU884.jpg,0,false,40.7190849,-74.0001395
le-cote-lm,Le Côté LM,taichung,Dining,"Le Côté LM is a dining establishment located in Taichung, known for its inviting ambiance and unique culinary offerings. Although it currently holds no Michelin stars, the restaurant is gaining attention for its innovative dishes and commitment to quality. Whether you're a local or a visitor, Le Côté LM promises a delightful dining experience, making it a noteworthy spot in the vibrant food scene of Taichung.",,https://framerusercontent.com/images/uQQej2CxSwBepa0HDXzbWFokls0.webp,0,false,24.1477,120.6736
le-dalí,Le Dalí,paris,Dining,"Le Dalí is a renowned restaurant located in the heart of Paris, celebrated for its artistic ambiance and exquisite culinary offerings. Named after the famous artist Salvador Dalí, this dining establishment blends creativity with gastronomy, offering a unique dining experience that reflects the vibrancy of the city. The menu features a selection of innovative dishes crafted from high-quality ingredients, making it a must-visit destination for both locals and tourists seeking a memorable meal in Paris.",,https://framerusercontent.com/images/hVItDpciiZcrkxaqS3YcfQNYss.webp,0,false,39.631487,118.1608354
le-du,Le Du,bangkok,Dining,"Le Du is a renowned restaurant located in Bangkok, celebrated for its innovative approach to Thai cuisine. Holding a Michelin star, it is ranked 40th among the world's best restaurants according to the 50 Best list. The establishment is known for its creative dishes that highlight local ingredients, offering a unique dining experience that reflects the rich flavors of Thailand.",50best #40 of the world,https://framerusercontent.com/images/pAALDMkOa72kCpPRtSvJlrv8xqQ.jpg,1,false,13.7250578,100.529305
le-du-kaan,Le Du Kaan,bangkok,Dining,"Le Du Kaan is a popular dining destination located in the vibrant city of Bangkok. Renowned for its innovative approach to Thai cuisine, the restaurant combines traditional flavors with modern culinary techniques. Guests can expect a unique dining experience that showcases seasonal ingredients and creative presentations. Known for its welcoming atmosphere, Le Du Kaan is an excellent choice for both locals and tourists seeking to indulge in the rich culinary heritage of Thailand.",,https://framerusercontent.com/images/W9KcNAR0jweTizQjdonbBLJiC6c.webp,0,false,13.720504,100.5303443
le-grand-cafe,Le Grand Café,paris,Dining,"Le Grand Café, located in the heart of Paris, is a historic brasserie known for its elegant Art Nouveau decor and vibrant atmosphere. A favorite among locals and tourists alike, it offers a menu featuring classic French cuisine, including fresh seafood and traditional dishes. While it currently holds no Michelin stars, its rich history and central location make it a must-visit spot for anyone looking to experience the charm of Parisian dining.",,https://framerusercontent.com/images/XrTIfXotWOpUMkPp9ivLGiwM.webp,0,false,48.8710589,2.3336208
le-grand-restaurant-jean-françois-piège,Le Grand Restaurant - Jean-François Piège,paris,Restaurants,"Le Grand Restaurant, helmed by renowned chef Jean-François Piège, is a Michelin-starred dining establishment located in the heart of Paris. Known for its innovative approach to French cuisine, the restaurant offers a unique gastronomic experience that combines traditional techniques with modern flair. With two Michelin stars, it is celebrated for its exquisite dishes and elegant ambiance, making it a must-visit destination for food enthusiasts seeking a memorable culinary adventure in the City of Light.",,https://framerusercontent.com/images/6NhcqAxZSq20fgA4fT2Hiib5wA.png,2,false,48.8566,2.3522
